gene_names_tpm	mm_24	mm_9	mm_24_rep1	mm_9_rep1	mm_24_rep2	mm_9_rep2	mm_9_rep3
ENSMUSG00000021876	Rnase4	2.0662528301666	1.6893523938824	-3.32192809488736	-0.286532923234304	-3.32192809488736	2.24918347803271	-3.32192809488736
ENSMUSG00000021877	Arf4	3.2465509814697	3.52177981739516	2.78678745405605	4.44663584697973	2.87515292443919	3.65264308910164	3.27694220945206
ENSMUSG00000021884	Hacl1	0.753993823163045	0.65099886316943	1.04333330487219	1.93991597231234	0.822126434746092	0.83506224102388	1.83957629552102
ENSMUSG00000021890	Eaf1	1.05534560897456	0.99666713441894	0.988415661544403	2.02253719767758	0.946153666677564	0.843700903405667	1.5099015284771
ENSMUSG00000021891	Mettl6	2.57093282333378	1.29821781581176	1.95023286049165	2.38634744417174	1.19489203796925	0.977005831206749	1.47498731610019
ENSMUSG00000021892	Sh3bp5	2.64750286509505	3.20839380452595	3.16504976149422	3.36028757426185	2.91156465746973	3.00181917303824	2.43075306928568
ENSMUSG00000021893	Capn7	-1.03811001075427	-1.17054332875342	-1.47083672254592	-0.870587723370117	-2.17390511140233	-2.01742289395984	-0.623005113314306
ENSMUSG00000021895	Arhgef3	0.714715896958924	0.729839867020352	0.91109559218213	1.79837531794835	1.34131347115243	1.00535902396436	1.10485325344488
ENSMUSG00000021898	Asb14	4.4926288652909	5.04936960408838	4.6435549235969	4.78972048877624	4.86897625301449	4.87926882422872	4.9213343045129
ENSMUSG00000021900	Btd	0.168937218756788	-0.104438337330646	1.06307490229452	1.02377200368524	0.530409396116547	0.583717398667947	0.93362626624224
ENSMUSG00000021902	Phf7	2.94689813570397	1.4051836794355	1.63628030457448	2.01160083151612	1.55085093266438	1.55044464186338	2.19095803227507
ENSMUSG00000021904	Sema3g	-1.49774273162883	-2.0330675562527	-2.18139808824753	-2.02735145454387	-1.66192135999399	-2.4637640383486	-1.28996835348982
ENSMUSG00000021905	Dph3	3.56046845263691	4.36493061040904	4.36252690809343	4.23497955937906	3.41093491356181	4.52897356717701	4.00627324560225
ENSMUSG00000021910	Nisch	2.84854803100413	3.40176915959256	3.09664929758001	4.39069237678238	2.73664794988698	3.38952647630889	3.73253404922252
ENSMUSG00000021916	Glt8d1	1.45771247612316	1.93491085352283	1.30624473826657	1.92766097758224	0.579904210898127	2.38654058822752	2.33072388458293
ENSMUSG00000021917	Spcs1	5.69923700808247	5.7529306559526	5.80497748956299	6.09682048977902	5.70755907989891	5.97559288499719	5.84492216969578
ENSMUSG00000021918	Nek4	0.669877613899368	0.795178447533429	0.434656514189354	1.10483178830228	0.165689449364287	-0.0401067202859111	1.57289354793144
ENSMUSG00000021929	Kpna3	4.20543865221687	4.56866986368475	4.22237644855293	4.77176216261038	4.43375594239862	4.60586266476158	4.64587835369418
ENSMUSG00000021930	Spryd7	2.5997569632093	3.17807671901708	3.15916882549892	3.80606663865592	2.9564395850646	3.19227419002072	3.05604484478167
ENSMUSG00000021936	Mapk8	0.832610559850899	-0.0749652316138033	0.211439641516015	1.12190926326672	0.0465623026345253	0.315050268807117	1.17079228132421
ENSMUSG00000021939	Ctsb	5.57922492988361	6.04443335575821	6.22166839321281	7.22221891716415	6.01185465777217	6.08722458595129	6.0106908310313
ENSMUSG00000021943	Gdf10	-1.92208435604166	-1.2605458845892	-0.954288645824258	0.657012490753871	-1.37423575850961	-1.05630817301604	-1.11785312742622
ENSMUSG00000021945	Zmym2	1.37583905374438	0.875810724926085	1.06825737373384	2.7447733573796	0.751331743025513	1.28813881872241	1.27238038361082
ENSMUSG00000021947	Cryl1	0.62480089405194	1.02306227022853	1.030670843665	1.51627490961177	1.18917429048984	1.68954562784371	1.37810539192389
ENSMUSG00000021948	Prkcd	0.167612271851398	0.0433319048654584	-1.02058921025408	0.558208847321565	-1.95152943032477	-1.92717800460882	0.638915337642121
ENSMUSG00000021951	Eef1akmt1	3.61342226797077	4.19987434725651	4.16611976849884	4.54229229014847	3.90457369153931	4.19829329387714	4.06369206791935
ENSMUSG00000021952	Xpo4	0.348566704967332	-0.529128952517577	0.710465490431264	0.674418165554402	-1.06028295172039	-1.34946702580716	0.283717943907874
ENSMUSG00000021957	Tkt	1.44896225117054	1.36561023909122	1.44933739285298	2.29563017193227	0.995430247196871	1.45909005294434	1.77023028262393
ENSMUSG00000021959	Lats2	-0.953637464478912	-0.405661659742745	1.04908425218853	1.38431842155321	0.247768352622043	-1.12681676509872	-0.688289969703126
ENSMUSG00000021962	Dcp1a	0.651563792907332	0.281345729561184	0.203402900213747	1.14010851389569	-1.04117365374481	0.498862542675246	0.975893537539185
ENSMUSG00000021963	Sap18	1.52402103638547	1.89698439710716	1.15498494582098	1.06708314479248	1.33818249526375	1.37165754794092	1.53074098012331
ENSMUSG00000021967	Mrpl57	4.21477449366365	4.73722413801684	5.12159824808616	4.97798909713175	4.88301433661316	4.77110366041215	4.62370278223968
ENSMUSG00000021969	Zdhhc20	0.647526350248378	0.334992669907923	-0.217797788771562	1.67720557718614	-1.02048677365992	-0.533396892450283	-0.0293539320227357
ENSMUSG00000021972	Hmbox1	1.02821479975343	0.55622142674001	-0.025576415606909	1.55030278249081	0.100010146009071	-0.719404701945995	-0.797997357844675
ENSMUSG00000021975	Ints9	1.15214122488228	1.01123656021708	1.42859855574679	1.97034420472404	1.61623252624365	1.41843716879395	2.03416710809437
ENSMUSG00000021978	Extl3	1.44558369785545	2.18401014074859	1.32296703821235	2.57144212543307	1.57126614765874	2.27289869599615	2.39868610267741
ENSMUSG00000021981	Cab39l	2.14276598096771	2.08260381787513	2.24963738423633	2.63014379618096	2.41350120321849	2.36221148503001	2.75704544164505
ENSMUSG00000021982	Cdadc1	0.449168326986407	0.738689161846805	1.13138666310139	0.7383666361519	0.779263082804096	0.540832731008649	0.703129056967546
ENSMUSG00000021987	Mtmr6	3.39112595181111	3.82331934050182	3.48776158765915	4.36344781248189	3.39641503504216	3.93300791280397	4.02992228164307
ENSMUSG00000021990	Spata13	0.862816358409759	-0.655707785388215	-1.47969342316395	-1.20679494577157	-0.826944223218851	-1.11678898294138	-1.19838770109953
ENSMUSG00000021991	Cacna2d3	-0.404074381879796	-1.32591182155353	-2.01264129338561	-0.913390128485724	0.0655833402760993	-2.57284011269704	-1.29968102938907
ENSMUSG00000021993	Mipep	2.8192226366324	3.13701243203414	3.03143383937516	3.03313998529255	3.02581515024417	3.21235766579829	3.58087460902699
ENSMUSG00000021994	Wnt5a	-1.69307519445821	-0.776493424021446	-0.781280818296883	-0.194770289582374	-1.7023648358358	-3.32192809488736	-0.617494316014851
ENSMUSG00000021996	Esd	3.66773706407095	4.00312329756522	4.26757414957668	4.81459723082517	4.20466918549471	4.24065908461947	4.42999998461639
ENSMUSG00000021998	Lcp1	1.24476591635264	0.271282236149732	0.203252534769097	2.62609612000027	0.00797764636145964	-0.176279982940118	1.77115158179026
ENSMUSG00000022000	Zc3h13	1.23029709910546	0.587741338820022	1.0501694126972	1.58853403633234	0.581155499825683	0.609032488372138	1.4838983067317
ENSMUSG00000022003	Slc25a30	-0.476791359310247	0.399535345424203	-0.270825762332923	1.50866595508084	0.277068270547277	0.265753726058054	1.61079878936026
ENSMUSG00000022008	Gpalpp1	-0.41847520597177	0.0350439001240569	-0.0442661309351972	0.323043732298061	-0.377172702406121	0.133952751018546	0.558615406559896
ENSMUSG00000022009	Nufip1	-0.745048048531113	0.0151649747244758	-0.00585043318319109	0.189704395165615	-0.614694876231805	0.170035283248054	0.0652290016949514
ENSMUSG00000022010	Tsc22d1	1.43190745946762	2.83530139880318	2.91178360466761	2.22774045982916	1.7338718824149	2.61114144795294	2.87110595107864
ENSMUSG00000022013	Dnajc15	3.6712625705004	4.22494553449369	4.6176854381191	3.98992173868927	3.99146833215124	4.71769106240593	4.41416375052426
ENSMUSG00000022016	Akap11	0.390607159326462	-0.206786620569721	-0.342632555004496	0.331870283007693	0.270662890023104	-0.470942697280073	0.249957399356587
ENSMUSG00000022018	Rgcc	4.45239208839912	5.38578528232524	6.25219516021226	5.72295323430355	5.0413286353259	6.11408897533204	6.22609063104992
ENSMUSG00000022019	Tdrd3	1.77745548654466	1.85711113607078	1.29220632303628	2.17529688161045	1.07245571022952	1.94751467988968	2.33601110704862
ENSMUSG00000022020	Naa16	2.21001317864489	1.63279772701013	1.70191583853909	0.566020174409323	2.82063136149622	1.87313715802862	2.06142161386912
ENSMUSG00000022022	Mtrf1	1.84625540461193	1.94812722192988	2.10601223225937	2.17593970540604	1.87222752775219	2.1377169612498	2.3842692345254
ENSMUSG00000022023	Wbp4	1.29751074077715	1.73909502670559	2.1412725552474	2.11062382708142	1.35383929408583	1.52964056714552	1.96971008623005
ENSMUSG00000022024	Sugt1	2.72273180561954	2.94339871194837	3.76517232979731	3.43768996124885	3.38385453226859	2.91029556653324	3.78081138522014
ENSMUSG00000022031	Elp3	3.01861209916944	2.99861543060171	3.18422395044351	3.37364166943207	3.04568741836	3.20866223993869	3.38526591164176
ENSMUSG00000022035	Ccdc25	1.17432587592922	2.21891969704776	1.98906777935604	2.24779477939396	2.27211488539693	2.24373518266701	2.228303691109
ENSMUSG00000022040	Ephx2	2.53520544115859	3.17595119890312	3.04987555209372	2.81970619167533	3.4704966486757	3.2767650802111	3.14620259841228
ENSMUSG00000022043	Trim35	1.46158251546797	1.73634207091714	1.30733817176445	2.01110378228501	0.952638475889026	1.8759640244399	1.74456499363877
ENSMUSG00000022048	Dpysl2	2.33549783370412	2.2378717418168	1.55461635470818	2.56733540438191	1.81858800576533	2.14084866241502	2.2432986117049
ENSMUSG00000022051	Bnip3l	4.05766107222009	4.48765792930066	4.4772088288859	4.03228363762652	4.14326622211321	4.23765747821197	4.32720216920463
ENSMUSG00000022052	Ppp2r2a	3.37803143108496	3.76952315967207	3.89462794549713	4.12410426827742	3.54482166264962	3.74780961889131	3.87687945335088
ENSMUSG00000022053	Ebf2	-1.28491845612934	-0.363263564049309	-0.444757111134751	0.946905993810527	-0.7975935629929	-1.21898111753165	-1.84802691492389
ENSMUSG00000022064	Pibf1	0.717375269312038	0.251760290238324	0.823012338003521	1.49276382264176	1.03744758989551	0.42562902361043	1.7392760946369
ENSMUSG00000022070	Bora	0.731634230548513	-1.86141092885589	0.664774990660951	0.887121259565934	-1.48972668898454	-1.82735887828871	1.0844024418647
ENSMUSG00000022074	Tnfrsf10b	0.520429289112516	-0.75369164306539	0.0976323694750876	0.0257007141149051	-1.09131311746467	-1.55382424561958	0.644103619609162
ENSMUSG00000022075	Rhobtb2	0.993169284802394	1.94495287366534	1.13989444791719	1.66286675425102	1.75629104239111	1.63619908600064	1.56427962778704
ENSMUSG00000022089	Bin3	-0.0169527785760771	-0.0686618695902888	0.754554895902545	1.42809735631653	0.835563557511059	0.632817265895985	0.936903605969844
ENSMUSG00000022091	Sorbs3	3.53597429609323	3.70230081454949	3.85363013808974	4.07359130294676	3.50235835537766	3.96629257775946	4.70351254664189
ENSMUSG00000022092	Ppp3cc	2.64916637189668	3.15843462554639	3.22543736275652	2.90370025351769	3.03325224682271	3.23459144786639	3.09503912673438
ENSMUSG00000022096	Hr	-0.136071061882383	1.77436876233256	-0.206876535292105	1.25118584062431	1.1125787077564	1.29265160637681	0.256994923530252
ENSMUSG00000022098	Bmp1	-0.164137352724532	1.13444899243175	1.11696619787464	3.6799161356851	0.376360404586608	1.41530978227191	1.89608076868449
ENSMUSG00000022099	Dmtn	-0.135953747820461	-0.93283216311399	-0.435965289832549	-0.0865487327558396	-1.3375757195838	-0.623816322245273	0.0128060640100353
ENSMUSG00000022100	Xpo7	2.33468725591781	2.6848483540059	2.11905997080516	2.84993882908782	2.40951530806202	2.64929469678102	2.91035774269788
ENSMUSG00000022102	Dok2	-2.3650387867	-0.0586247116164992	-1.98886508001413	1.90579180545818	-1.72670612636872	-0.848382734796419	0.804073389690728
ENSMUSG00000022105	Rb1	1.21969948943668	0.990958489813914	0.632281246234582	2.45035374788014	1.3273407308598	1.30536180575892	1.1538617459733
ENSMUSG00000022106	Rcbtb2	1.67755379440189	1.47437166244193	1.33573763167471	2.08656299789157	2.03279098471846	1.16480751301666	2.62301068056671
ENSMUSG00000022108	Itm2b	6.11529606458709	6.29740431945496	6.37555942049738	7.14670491775811	6.29322591682902	6.46670974149271	6.46935238643248
ENSMUSG00000022109	Med4	2.55770881830722	2.99323052665001	2.84766825525337	2.7458689243043	2.89115453886102	3.07349327675173	3.51979738541162
ENSMUSG00000022110	Sucla2	6.39969091736676	7.03950141331927	6.99699767296759	7.21734639866069	6.95564878010462	7.13968195643162	7.10035903107811
ENSMUSG00000022111	Uchl3	2.82444608710671	3.1242564948115	3.54093982751409	3.85928549695967	3.49359635716673	3.5210101448231	4.07273249046849
ENSMUSG00000022114	Spry2	-0.00674736894290314	0.764440429136906	-0.323739814255523	0.72807723705207	0.55151404891702	0.683909306292415	0.545213226981529
ENSMUSG00000022119	Rbm26	0.149032991620311	0.380856869857682	-1.21579421882155	1.31216908925684	0.560589752455307	0.588644365254298	1.31525261728057
ENSMUSG00000022120	Obi1	-0.192890769217381	-0.793296769151953	-1.65134152165609	-0.576346536553973	-0.69519227247135	-1.42536947959774	-0.35081683943185
ENSMUSG00000022122	Ednrb	-2.11580378435541	0.944305244205143	-1.50848139121301	1.9171682079368	1.0969911136791	1.72956495146886	2.416736534194
ENSMUSG00000022124	Fbxl3	2.94245426276661	2.75710967757099	3.04403873543021	1.88661881758378	2.37058335466825	3.24680465985507	2.80370875000719
ENSMUSG00000022125	Cln5	2.00111909719815	2.19332167848709	2.31317995656554	2.72339145691116	2.24928938202523	2.49987496387035	2.56656214277197
ENSMUSG00000022131	Gpr180	3.32241463387447	3.77842096921668	3.73676894142994	4.24907688342805	3.54050023495469	3.89935856653705	3.81171957602106
ENSMUSG00000022136	Dnajc3	1.72418792411589	2.31388345755144	2.00510566949454	2.5752261537119	1.81784302154882	2.30505589214051	2.44771830214143
ENSMUSG00000022139	Mbnl2	4.96556096126899	5.57709459770319	5.29231471153076	5.89938411482469	5.30786199721137	5.78170489603466	6.11555883835738
ENSMUSG00000022141	Nipbl	0.659848769267144	0.647405696966333	0.919317960312755	1.00211272186332	0.798002389558019	0.553321178914116	1.19792136230751
ENSMUSG00000022142	Nup155	-0.131725717960785	-0.792084664974783	-0.515919629327085	0.377054875806965	-1.74291211818711	-0.191692389443013	0.191373142408666
ENSMUSG00000022146	Osmr	0.0877913988465136	-2.84539086906965	-2.16637961022528	-1.27312694105949	-0.958717761294302	-2.3336978718269	-1.68635477726239
ENSMUSG00000022150	Dab2	0.102808607189657	0.773862173545842	0.556257728816316	2.71184133212285	1.06080001810972	1.17980210772374	0.980582522714303
ENSMUSG00000022151	Ttc33	2.71264111843462	2.56333778479175	2.46834349952594	3.40166241084119	3.11404046579262	3.16273709099854	3.0945826804565
ENSMUSG00000022160	Mettl3	0.352690738246531	0.192124712209189	0.659603112053612	0.502429392134427	-0.401461376765703	-0.231716569448593	1.11507120810567
ENSMUSG00000022174	Dad1	4.77541959868528	4.82940227534355	4.99505454073185	5.09906182070081	4.67221582480809	4.85013496846608	5.10047829298736
ENSMUSG00000022177	Haus4	1.37130013004125	0.643184776416381	0.93306874001384	1.99342184537946	1.49499308487212	0.0184988706287829	0.422007965772372
ENSMUSG00000022179	4931414P19Rik	-0.644020756563454	0.35373430188265	-0.673591510760196	0.870064805134854	0.0867987092336513	-1.11321108153216	-1.24229398251866
ENSMUSG00000022180	Slc7a8	0.952314926778462	0.320473124857994	0.474928150010132	1.51004235111919	0.507933639547654	0.416111186106439	2.60064489109085
ENSMUSG00000022181	C6	-0.496512854170213	-3.32192809488736	-1.6422565870794	0.102142095060523	-3.32192809488736	-2.94126513155818	-0.319936747320167
ENSMUSG00000022184	Fbxo4	0.60942875898681	0.4133438635987	0.816593153469453	1.26377720252612	0.389234182654883	1.2492748168942	1.20851601125888
ENSMUSG00000022185	Acin1	2.27341533020403	1.69268785953557	1.92431883933942	1.82428436239345	1.90012989158843	2.61935642860884	2.00221608005315
ENSMUSG00000022186	Oxct1	5.85518754812626	6.67896191707404	6.5542714238503	6.49344855586712	6.11763462439459	6.68895076074145	6.63666439198034
ENSMUSG00000022191	Drosha	-2.63027780439091	-0.30228666461205	-3.32192809488736	-0.652128016216052	-2.19166932174476	-1.12945299446741	-1.67472412327304
ENSMUSG00000022193	Psmb5	5.89778789223235	6.58445169625896	6.70465580676846	6.89835529962524	6.58785556786198	6.66983618294724	6.74863038283816
ENSMUSG00000022194	Pabpn1	1.47440748760223	1.64950371771785	2.92370370786718	2.04392223719796	1.40515208541825	2.32766379804864	2.3708338481764
ENSMUSG00000022195	6030458C11Rik	2.35124866719172	2.47596761485687	2.16083824387265	2.57177581743592	2.25989583768611	2.4296245333162	2.40831622034786
ENSMUSG00000022197	Pdzd2	1.31059198852541	1.49085607404233	1.76088815839531	1.78685685982351	1.81404626368086	1.73345456647202	1.99743296644243
ENSMUSG00000022199	Slc22a17	0.0894981508391026	-1.57841743532526	-0.720861558083864	0.447312584087281	-0.169921575045659	-0.367521445589828	0.224958958632391
ENSMUSG00000022200	Golph3	3.62376481167667	4.40206827338324	4.20466699470167	4.7639694220062	4.19227695213655	4.68740653525914	4.79196932179432
ENSMUSG00000022201	Zfr	3.99152982764347	4.0302432802526	4.33591852557897	4.34361419110365	4.23503395561162	3.94052752011106	4.37477082171904
ENSMUSG00000022205	Sub1	3.38668432580613	3.98564551222688	3.73056887902044	3.54826373754701	3.50998004639386	4.03264906892731	4.12618738435434
ENSMUSG00000022206	Npr3	-2.42574926366818	-1.10441817438735	-1.036937287728	-0.766757371248026	-1.91336839051095	-1.53418221676829	-1.01837819638527
ENSMUSG00000022210	Dhrs4	2.7253893271974	3.47123676354998	3.80167064952738	3.68989479232866	3.71991336684269	3.32456509400457	3.83896174782651
ENSMUSG00000022214	Dcaf11	4.95472945056773	5.05483615066764	5.45982958363193	5.35553870946866	5.14997781034831	5.56376858346152	5.58308604789054
ENSMUSG00000022215	Fitm1	5.88129061039187	6.6978646383297	6.63678941185363	7.1017921705245	6.37835602228356	6.93466292204098	6.96364504084437
ENSMUSG00000022216	Psme1	3.41497086326276	3.84919144427772	3.83827905817401	4.23693722138831	3.68589295461951	3.63841413401838	3.82075439359295
ENSMUSG00000022217	Emc9	3.19184165635353	3.97320302046878	4.08621020803589	4.04532579945459	3.80911434892253	3.87069514522068	3.99084270691383
ENSMUSG00000022220	Adcy4	1.31623496645645	1.49927239349621	0.878055916924548	1.15785087596913	1.24585096866506	2.25727649628454	1.77374699574038
ENSMUSG00000022223	Sdr39u1	5.34376706548697	5.88018781736795	5.82809379629544	5.84898473924923	5.7022542360307	5.97796250025515	5.82062281012028
ENSMUSG00000022225	Cma1	-0.771803148882356	1.37240555276417	0.173860430618157	1.67182686715949	-2.06419932612296	1.4026687022865	-0.112956747900209
ENSMUSG00000022228	Zscan26	0.497412073200741	0.361745904846886	0.540480644802762	-1.73947325266816	0.308569406046758	0.769164071679166	0.485046523856576
ENSMUSG00000022231	Sema5a	-0.714469941826002	-1.91247741543911	-1.95862242859052	-0.544672516639957	-2.13373608815856	-1.37865186002732	-0.397714166715366
ENSMUSG00000022235	Cmbl	-0.570905776521373	1.99746982021288	1.24359596956837	2.16896320481967	2.29769032959086	1.96732836517094	2.71619856598193
ENSMUSG00000022237	Ankrd33b	2.15824814872688	3.43971953561801	3.0938579463516	2.66523971535673	2.31370471258221	3.0158434650166	3.47944438815926
ENSMUSG00000022241	Tars1	2.4447645859146	2.17246383309903	2.31197763875085	2.7763752313633	2.14800508070095	2.43588004375051	2.82871139073486
ENSMUSG00000022244	Amacr	1.60491865812525	1.90149406888718	1.67385171660831	2.54931356602566	1.89910794212798	2.02368259649241	2.48793210617405
ENSMUSG00000022246	Rai14	-0.286390397558139	-0.679607749850515	0.0657928692260933	0.825888993166653	-0.770296420203455	-0.252822305886923	-0.033745265719488
ENSMUSG00000022253	Nadk2	2.15166499431551	1.84098522885471	1.44768022133534	0.771398824467576	1.29046156192626	1.64129076045971	1.55999783019462
ENSMUSG00000022255	Mtdh	3.4985742247864	3.3313553907565	3.58619956209665	2.82511886283876	3.84537944844853	3.74065831125164	3.39797131208706
ENSMUSG00000022257	Laptm4b	3.80357991616609	3.70400022039601	3.77935502125975	4.2950885840575	3.72730535427961	4.04903256996425	3.88265234126608
ENSMUSG00000022261	Sdc2	-0.200945859710453	0.516910752310445	0.824464824818409	2.26369699169216	0.396162777887888	0.874568791584825	0.670155074260764
ENSMUSG00000022263	Trio	1.2487521955319	1.46813388725451	0.767464968604134	2.79087690046792	1.25693033210581	1.82129795755483	1.02252832056924
ENSMUSG00000022265	Ank	4.19382866171756	5.2118195106564	5.21645067441612	4.84472584746576	4.96095358826942	5.38581706178175	5.51193654811487
ENSMUSG00000022270	Retreg1	5.53842356290591	6.30821549010502	6.34367410998668	5.80722870648305	5.62394971379621	5.98553044059982	6.37274138777641
ENSMUSG00000022272	Myo10	1.47856960581916	1.54293007765875	1.81352181621805	3.24024394852559	2.47882118757209	1.75536917502377	1.23427260491969
ENSMUSG00000022283	Pabpc1	3.12730393131121	1.86373233640964	2.61626758456072	3.03742966673585	2.81967084001462	2.47133601520334	1.86580363183172
ENSMUSG00000022285	Ywhaz	2.95082129936137	3.48185160180355	3.62966960723231	4.13538620935306	3.47973383840641	3.63851758595753	3.95582702996767
ENSMUSG00000022295	Atp6v1c1	3.03172812820227	3.28573437040491	3.19349042985649	3.6475202487502	2.94871857557521	3.2917361525843	3.4394037248532
ENSMUSG00000022297	Fzd6	0.557227735128036	0.608242459664298	1.64261239689381	2.15859975213883	1.16783253872519	-0.37648519494467	1.1498342475263
ENSMUSG00000022299	Slc25a32	0.549020489757106	-0.436818435147264	0.0959149707369134	0.169708260307206	-1.50147951413428	-1.97377500905701	-0.097015735525094
ENSMUSG00000022300	Dcaf13	0.787171652500264	-1.94431566178206	-1.29293468300781	-0.148404054762394	-2.07703494845582	-2.66197614380123	0.388835367207563
ENSMUSG00000022305	Lrp12	0.528674329119802	-3.32192809488736	-3.32192809488736	-0.353116636293112	0.507359292816366	-3.32192809488736	-3.32192809488736
ENSMUSG00000022307	Oxr1	3.24116900651563	2.80078189169701	3.12118486621846	3.60581893927368	2.99378955539966	3.14333594486228	3.61845833265845
ENSMUSG00000022309	Angpt1	0.514208124803891	0.991438943999217	0.402580301219748	1.20459587036317	1.00720196121828	0.89572683540347	0.87623992252199
ENSMUSG00000022313	Utp23	0.0416845559865573	0.205542655571218	0.606870472059452	0.0688042408893658	-0.585996562214737	0.085223399174995	0.62184323608042
ENSMUSG00000022322	Shcbp1	-0.471232667944385	-1.60534977151088	-2.04035446341834	-0.51248072218181	-1.23970239575985	-2.63924693652213	-0.44243992538016
ENSMUSG00000022323	Rida	2.80745693759999	2.62384041376153	2.47587555374238	2.52052885943644	2.08468578274221	2.22032252467137	2.35344214626927
ENSMUSG00000022324	Matn2	-0.592599386444252	-0.0213591808492001	-0.372604212309523	2.21218394617997	-0.672434494097191	-0.0455967009934412	0.284647973127483
ENSMUSG00000022329	Stk3	0.217189761715635	-2.21886022242475	0.135293196459334	-0.292537052834261	-0.679928982741828	-0.138994309162336	0.688486549027436
ENSMUSG00000022330	Osr2	0.65894812614882	0.592854538424502	0.618881381075699	2.45135145037995	0.952801713912476	1.0536132374927	1.49979334333241
ENSMUSG00000022332	Khdrbs3	-0.26248974701147	-0.550921497314326	-0.631365731412946	-0.315594161165312	-0.55426482269522	0.447866913449285	0.202714850106344
ENSMUSG00000022335	Zfat	-0.709450560118739	-0.0748938102020887	-0.759673457426635	-0.367433968523605	-0.927235616336048	-0.0166302103727475	-0.571748244981034
ENSMUSG00000022336	Eif3e	4.76398041321696	4.88074228190275	5.08433359659512	4.97820363954622	4.71790504298699	4.94362816438536	4.77808128343947
ENSMUSG00000022337	Emc2	3.82099787432328	4.72414796927887	4.83331506568228	5.03162059976648	4.62623626899833	4.89476165471563	5.1067642154035
ENSMUSG00000022338	Eny2	3.25229953751343	3.54835819914172	3.82305668005014	3.13947948188547	2.97648846836528	3.36008217188092	4.05021156206604
ENSMUSG00000022339	Ebag9	1.66852899522581	2.23306404111757	2.39984127852076	2.3154810224307	1.94072905698529	2.57565359904699	2.43414353412077
ENSMUSG00000022340	Sybu	-0.801269502611913	0.0642441176634918	-0.261086928402894	-1.15665928313981	-0.609539214605678	-0.923990998734997	-0.564764000414235
ENSMUSG00000022346	Myc	0.917100212520321	1.43860318395929	1.25361841267458	1.62690306085913	0.886987864238233	0.857880699461998	2.10113468779846
ENSMUSG00000022350	Washc5	1.71981121033118	2.2923789160918	2.14826383570682	2.75254951144239	1.87793149372528	2.32436073495354	2.21326048410006
ENSMUSG00000022351	Sqle	-0.912697391661418	-0.68839691074068	-2.93110635400958	-2.38254352531052	-3.02246068951121	-1.14716056838714	-0.471340671915216
ENSMUSG00000022353	Mtss1	2.15751299491165	1.6019085081499	2.31440505731782	2.03451788885285	1.55878240552998	1.0096954410938	2.31300112440829
ENSMUSG00000022354	Ndufb9	8.38965214231059	9.24575754965476	9.4533777125841	9.02070821176732	9.09699208846428	9.40661386062398	9.23047931032108
ENSMUSG00000022357	Klhl38	3.62814448033608	3.8141091394368	3.79519975160644	4.24874308895203	3.60467034484754	3.62930299163085	3.72128592016219
ENSMUSG00000022358	Fbxo32	5.27879231890634	4.86573406255557	4.83369450992351	5.62773668651201	4.30278717450333	4.92602495023596	4.70629890707074
ENSMUSG00000022359	Ntaq1	0.889035021204239	0.715213364980192	0.476805749062578	2.49033419714426	1.39481154025189	0.756280366113212	1.18574224623024
ENSMUSG00000022360	Atad2	-1.01429848076499	-0.665051937092266	-0.770515438218535	0.579407060224296	-2.17666802201713	-1.43770139573258	1.09964935344121
ENSMUSG00000022361	Zhx1	1.7957233172323	2.16480397389281	2.54506368370385	2.48748969368053	1.84295027921368	2.22429068606277	2.43284184955739
ENSMUSG00000022364	Tbc1d31	-0.85242758321886	-2.60745835861656	-2.14538191332267	0.79455144731846	-1.88866949299966	-1.52702985117246	-1.15766313437537
ENSMUSG00000022365	Derl1	3.36893663042013	3.39355898012498	3.49497312285661	4.0697672032862	3.57506358958862	3.65546220201098	3.60479047499343
ENSMUSG00000022370	Mrpl13	3.82036351343824	4.53564783162086	4.59492768489008	4.74554670916698	4.35864473127564	4.61883904658557	4.44900848869055
ENSMUSG00000022371	Col14a1	-1.97444384976104	-0.546074757360191	-1.18252081454857	1.81938492972479	-3.32192809488736	-2.98005617424296	0.437376902032914
ENSMUSG00000022377	Asap1	0.993489598012579	1.32387557231826	1.57686989071926	2.09595749192684	1.11216298328162	2.08767261083105	1.40306371247312
ENSMUSG00000022378	Cyrib	1.61879635853948	1.4090927257136	1.13170141889803	1.86020878524754	1.2403283745504	1.17846479670191	1.77454250535929
ENSMUSG00000022383	Ppara	1.67310409759017	0.935243233009271	1.63740529153972	0.990461174615588	1.12718026178934	1.99295618639795	2.87125856829086
ENSMUSG00000022387	Brd1	0.818779405813898	1.01802805794937	0.546230204374958	0.884815139150552	0.723222148238004	0.632654433760968	0.621980107674934
ENSMUSG00000022389	Tef	4.75658471581737	4.52008136762552	4.50253256743052	5.38522977064831	5.0875924233911	4.89996889462535	4.84412464059695
ENSMUSG00000022390	Zc3h7b	0.455111761757149	0.244104017197759	2.60676247562192	0.503233722089588	-0.0653717858700718	0.752929238051528	0.742073491936541
ENSMUSG00000022391	Rangap1	0.533230418511538	-3.32192809488736	-0.781446954128105	-2.79486777117239	-3.32192809488736	1.66182027372163	-0.719176681471356
ENSMUSG00000022400	Rbx1	4.50389765633941	4.63198401148879	5.33496532683823	5.02376397677776	4.28008479345453	4.84288975392992	4.82652835297469
