Length	log2FoldChange	logCPM	LR	PValue	padj	Gene_name
ENSMUSG00000006134	5042	-0.680619254091477	5.14845062451284	12.4925600238871	0.000408575915648915	0.024366468471691	Crkl
ENSMUSG00000024937	6964	-0.652258370411046	8.15408683541921	12.4131631177502	0.000426318144738962	0.0253140300117391	Ehbp1l1
ENSMUSG00000031494	1583	-2.07448596776144	0.758752925374374	12.3946847391487	0.000430557680917151	0.02545509198392	Cd209a
ENSMUSG00000039982	5226	-1.20565904481816	2.68997193613843	12.3361861235895	0.000444261734515666	0.0261520797770709	Dtx4
ENSMUSG00000022860	5491	-1.08452365328717	2.78396996797844	12.2834611138274	0.000456990065275475	0.0265579290275199	Chodl
ENSMUSG00000036902	6129	-1.64663293545695	2.78911738037175	12.2629744739758	0.000462034452793796	0.0267373072957834	Neto2
ENSMUSG00000038375	5257	-0.74528905045919	9.27977294821161	12.2161196151333	0.000473783696410599	0.0273015356197449	Trp53inp2
ENSMUSG00000006403	4810	-1.70989479273066	1.51067724681601	12.1574595071814	0.000488919273147038	0.0280553382914668	Adamts4
ENSMUSG00000034595	4317	-1.27759928184078	2.0925882621911	12.1197553460121	0.000498904488273615	0.0284493503099026	Ppp1r18
ENSMUSG00000024011	6364	-2.92489484134815	3.73801127130626	12.1145506284897	0.000500298931188494	0.0284493503099026	Pi16
ENSMUSG00000024411	6233	-0.945048839847806	4.78035458377478	12.1080908374942	0.000502035104685255	0.0284493503099026	Aqp4
ENSMUSG00000029622	5115	-0.963174287075629	5.13241612373773	12.0245833579591	0.000525034336535052	0.0296297270002446	Arpc1b
ENSMUSG00000019997	2861	-1.48492891880137	3.13379341459058	11.9946784962983	0.000533526798606333	0.029740408297723	Ccn2
ENSMUSG00000123342	6616	-1.29313141481836	2.95662941759156	11.994672218729	0.000533528595807435	0.029740408297723	ENSMUSG00000123342
ENSMUSG00000047731	4463	-0.865499385925897	6.5594631997023	11.9851857970216	0.000536251451763699	0.0297706751086863	Wbp1l
ENSMUSG00000038023	6726	-0.679584800079484	5.27477285575151	11.9754632310191	0.000539056644908437	0.0298052493907471	Atp6v0a2
ENSMUSG00000048578	6007	-0.936025648733521	6.92634305707973	11.9584819429432	0.000543991734228377	0.0299568351385361	Mlec
ENSMUSG00000017707	3840	-0.624153856428735	6.95783952257223	11.9329379523385	0.000551501361475637	0.0302227775871452	Serinc3
ENSMUSG00000022442	2911	-1.26482927822128	2.57839479328021	11.9270504424173	0.000553247008624611	0.0302227775871452	Ttll1
ENSMUSG00000024481	5275	-1.60219047774975	1.4943118388766	11.9031146745941	0.000560401597448538	0.0304916518579868	Lvrn
ENSMUSG00000123711	2448	-2.45658347871328	2.30061461766682	11.8146355321005	0.000587669350799502	0.0317309126430174	ENSMUSG00000123711
ENSMUSG00000007659	4586	-0.743136563926306	4.86287482980211	11.8074139158198	0.000589953211094712	0.0317309126430174	Bcl2l1
ENSMUSG00000004044	3587	-0.682814803281856	7.87544502573192	11.7791095679941	0.000598991293934937	0.0317309126430174	Cavin1
ENSMUSG00000002871	4171	-0.876174225956799	4.9812160586255	11.774122205838	0.000600598276640223	0.0317309126430174	Tpra1
ENSMUSG00000036943	4733	-1.26685523339829	3.214697479075	11.7677898346715	0.00060264491049128	0.0317309126430174	Rab8b
ENSMUSG00000004317	11452	-1.91213073911725	1.51285375667716	11.7607228458082	0.000604937290942705	0.0317309126430174	Clcn5
ENSMUSG00000021374	7017	-0.71429878149572	4.92186094060652	11.7582064412679	0.000605755683144209	0.0317309126430174	Nup153
ENSMUSG00000030216	5029	-0.67931364540868	4.54625174580968	11.7561909765471	0.000606411964547672	0.0317309126430174	Wbp11
ENSMUSG00000027765	4291	-1.02153135365653	3.21642693500691	11.7274231301975	0.000615858083368475	0.0321021902464247	P2ry1
ENSMUSG00000020572	5054	-0.600854279065257	6.6948471000478	11.7172487585994	0.000619234361610317	0.0321554512414909	Nampt
ENSMUSG00000079105	2676	-1.24776527935484	2.79045886036904	11.7064649605517	0.000622833281320569	0.0322198262234659	C7
ENSMUSG00000027330	3728	-1.62245144009111	1.41643162060182	11.6317632510162	0.000648350648230921	0.0333282489930394	Cdc25b
ENSMUSG00000022299	6081	-0.916445609463447	3.63845438749206	11.5843015165885	0.000665109116963175	0.0340202067803973	Slc25a32
ENSMUSG00000046491	1308	-2.53547054644277	0.739619385051479	11.5576723281008	0.000674702653749908	0.0343436202598403	C1qtnf2
ENSMUSG00000027162	4521	-0.703037015120443	4.85613274682721	11.5528319081345	0.000676461437350593	0.0343436202598403	Lin7c
ENSMUSG00000017677	3987	-1.01108355508334	3.52570518025142	11.5450951524903	0.000679282236724747	0.0343591018775921	Wsb1
ENSMUSG00000024659	2911	-1.92183746837995	4.34948136171165	11.4587328415326	0.000711588054987708	0.0357285223050262	Anxa1
ENSMUSG00000021823	8191	-0.787280356994187	5.48087792201233	11.4038173369597	0.000732933450324767	0.0366654656816313	Vcl
ENSMUSG00000020866	10137	-2.53625125355651	0.413139906488203	11.3968267803691	0.000735696667663956	0.0366693773368126	Cacna1g
ENSMUSG00000026409	7254	-0.884885972777012	3.36155147353285	11.3304710986883	0.000762455561078323	0.0377277376726328	Pfkfb2
ENSMUSG00000028776	4358	-1.33716947646766	5.71807682819244	11.2943527446227	0.000777431996475798	0.0379765063202734	Tinagl1
ENSMUSG00000026988	3598	-0.993058156826571	2.73778952208661	11.2928100892861	0.000778078235374833	0.0379765063202734	Wdsub1
ENSMUSG00000021877	3603	-0.717714122731899	5.05956424129505	11.2883667213007	0.000779942656632094	0.0379765063202734	Arf4
ENSMUSG00000031875	2986	-1.4380012653205	2.77253563162601	11.2875055966825	0.000780304503326762	0.0379765063202734	Cmtm3
ENSMUSG00000034075	5047	-0.754266333777449	4.81009729277094	11.2849325656872	0.000781386708354457	0.0379765063202734	Zdhhc5
ENSMUSG00000036782	4253	-1.45209610497717	2.39907927739997	11.2416379758638	0.000799825396479796	0.0385979344159879	Klhl13
ENSMUSG00000041959	1212	-1.26883205562642	3.59669124399557	11.1725111551582	0.00083018186091667	0.0399218087131654	S100a10
ENSMUSG00000015852	2334	-2.02963636944528	1.49280662595241	11.1572410748327	0.000837043117467269	0.0401105187903526	Fcrl2
ENSMUSG00000033417	6772	-0.650842840794051	4.74142739382284	11.1174578908155	0.000855189187712068	0.0408367787992438	Cacul1
ENSMUSG00000063801	5905	-0.691821995853933	4.89852272830704	11.0594840184321	0.000882346950349028	0.0419868024422184	Ap3s2
ENSMUSG00000004931	2890	-0.616980232969258	6.74774286612795	11.050883311637	0.000886449548685177	0.042035560716644	Apba3
ENSMUSG00000051906	1988	-1.92930097770254	2.11287225919046	11.0209208203113	0.000900893076448547	0.0425726530970858	Cd209f
ENSMUSG00000020936	5017	-0.749414440693805	4.4102457036845	11.0115751430179	0.000905446694673134	0.0426402948591414	Nmt1
ENSMUSG00000029178	11242	-0.806551341494374	4.52367554793045	10.9956377962663	0.000913265801805179	0.0428607252757846	Klf3
ENSMUSG00000001506	6563	-4.73136537296294	8.97846729842233	10.9729982687007	0.000924490620125392	0.0432389328734674	Col1a1
ENSMUSG00000031595	3126	-1.75029252783646	1.38437854460833	10.9503800463122	0.000935844179410917	0.0436205595843512	Pdgfrl
ENSMUSG00000004530	9664	-0.838972273496275	4.1651304304436	10.8961731605837	0.000963631376516569	0.0447629717996149	Coro1c
ENSMUSG00000043895	7971	-1.81805558613196	1.89318548216776	10.8870882410876	0.000968369404164087	0.0448305795005727	S1pr2
ENSMUSG00000025545	1444	-0.708440458334971	4.31468082772774	10.8614363105902	0.000981875124977712	0.0453022587223669	Clybl
ENSMUSG00000021196	13401	-1.12303803047572	3.2204440649139	10.8350994343215	0.000995939695913059	0.0457778894070013	Pfkp
ENSMUSG00000044268	1137	-3.26889983264412	0.160181529249444	10.829626556009	0.000998887826263923	0.0457778894070013	Gm4895
ENSMUSG00000037465	4179	-0.676294833947003	5.14880638367177	10.7910876766901	0.00101989937379594	0.0464388569530155	Klf10
ENSMUSG00000021143	6985	-0.689438577766457	5.59533032895557	10.7895417520183	0.00102075148108851	0.0464388569530155	Pacs2
ENSMUSG00000090877	2803	-2.36798988591977	0.142168425233179	10.7844944671641	0.00102353853966585	0.0464388569530155	Hspa1b
ENSMUSG00000027230	2603	-1.63184517343401	2.15348346545668	10.7778280021434	0.00102723149221269	0.0464388569530155	Creb3l1
ENSMUSG00000052688	4624	-1.81398772299422	1.73648299829987	10.7722852779539	0.0010303121957065	0.0464388569530155	Rab7b
ENSMUSG00000014361	4336	-1.48012485631188	1.97762774183475	10.7610949273649	0.00103656041536287	0.0464531551786993	Mertk
ENSMUSG00000030748	6002	-0.954389016978751	3.70512320095926	10.7595389150458	0.0010374322566818	0.0464531551786993	Il4ra
ENSMUSG00000040435	2937	-0.876447354099413	4.43560986956417	10.7271318789421	0.00105575961752325	0.0471193107729248	Ppp1r15a
ENSMUSG00000025780	7900	-1.0090336539533	4.08728357894308	10.7172849468339	0.00106139302862458	0.0472164318955239	Itih5
ENSMUSG00000032014	2629	-1.33353526500026	3.75423472043825	10.7099068232144	0.00106563395638194	0.0472511783841174	Oaf
ENSMUSG00000035547	5485	-1.94765234346439	1.41699432797395	10.6423868486492	0.00110524937665981	0.0488491609613043	Capn5
ENSMUSG00000025270	2403	-1.25889617690489	2.67648688719319	10.6346880036205	0.00110986006701125	0.0488947062424922	Alas2
ENSMUSG00000091971	2967	-2.14928453289528	3.15834797820986	10.6234314024851	0.00111663647628456	0.0489474000435917	Hspa1a
ENSMUSG00000128432	373	-2.07025675803011	0.35440538716918	10.6176863292679	0.00112011109436161	0.0489474000435917	ENSMUSG00000128432
ENSMUSG00000027189	5645	-0.629505401338607	4.55420032572013	10.6148866204156	0.0011218083190777	0.0489474000435917	Trim44
ENSMUSG00000049130	2570	-1.94380192644686	2.38686724122134	10.5827951316064	0.00114144948907356	0.0496457823957884	C5ar1
ENSMUSG00000021876	1637	-1.1960332165263	4.01888273846612	10.575489575933	0.00114596915994262	0.0496841295788455	Rnase4
ENSMUSG00000023886	6951	-0.592356389154117	6.74091386158481	10.5606162964046	0.00115522672975206	0.0497771947143612	Smoc2
ENSMUSG00000028402	12429	-0.606583856190604	5.51487259153877	10.5492230093129	0.00116236940120871	0.0497771947143612	Mpdz
ENSMUSG00000037503	5219	-0.740917876462908	5.07514022468982	10.5481002067909	0.00116307572202856	0.0497771947143612	Fam168b
ENSMUSG00000024068	6164	-0.596210136785884	5.00841356813184	10.5397903041646	0.00116831674651281	0.0497771947143612	Spast
ENSMUSG00000028517	3159	-0.565088094217014	6.01914217844287	10.5371635526971	0.00116997839430167	0.0497771947143612	Plpp3
ENSMUSG00000019539	1717	-1.6319103762992	3.21207969227593	10.5371537704277	0.00116998458690122	0.0497771947143612	Rcn3
